"","Last","First","Office","County","Year","Month","Day","CleanedFirst","Gender","RefineGender"
"26596","Lewis","John M.","WILLIS","Montgomery",1901,"3","29","John","male","male"
"26597","Wooldridge","Ed. D. T.","WILLIS","Montgomery",1908,"7","21","Ed","male","male"
"26598","Gooden","Edgar D.","WILLIS","Montgomery",1908,"6","18","Edgar","male","male"
"26599","Bybee","Clinton","WILLIS","Montgomery",1914,"3","10","Clinton","male","male"
"26600","Bybee","Bennora C.","WILLIS","Montgomery",1918,"8","30","Bennora","female","female"
"26601","Russell","Aaron H.","WILLIS","Montgomery",1920,"6","4","Aaron","male","male"
"26602","Thornhill","Thos. J.","WILMOTH","Montgomery",1899,"6","29","Thos",NA,"male"
"26603","Pharr","Persival","ZITHER","Montgomery",1900,"1","19","Persival",NA,"male"
"26604","Griffith","Oscar T.","ALTMAN","Moore",1930,"7","11","Oscar","male","male"
"26605","Phillips","Jacob H.","AQUA","Moore",1902,"6","14","Jacob","male","male"
"26606","Swaggart","Verna B.","AQUA","Moore",1904,"4","16","Verna","female","female"
"26607","McDowell","Ella","AQUA","Moore",1905,"6","28","Ella","female","female"
"26608","Nelson","Ida","BELLE PLAIN","Moore",1929,"8","26","Ida","female","female"
"26609","Gray","Alletha J.","BEULAH","Moore",1902,"2","4","Alletha","female","female"
"26610","Wilson","Jas. C.","DUMAS","Moore",1891,"6","27","Jas",NA,"male"
"26611","Patterson","John F.","DUMAS","Moore",1892,"1","21","John","male","male"
"26612","Banks","Wm. W.","DUMAS","Moore",1894,"10","18","Wm",NA,"male"
"26613","Bass","Robt. D.","DUMAS","Moore",1894,"12","18","Robt","male","male"
"26614","McNabb","Russell A.","DUMAS","Moore",1896,"1","27","Russell","male","male"
"26615","Campbell","Benj. C.","DUMAS","Moore",1898,"8","26","Benj","male","male"
"26616","Stephens","Wm. C.","DUMAS","Moore",1898,"11","5","Wm",NA,"male"
"26617","Denton","Thos. C.","DUMAS","Moore",1900,"10","2","Thos",NA,"male"
"26618","Nield","Arthur","DUMAS","Moore",1901,"4","23","Arthur","male","male"
"26619","Heflin","J. M.","DUMAS","Moore",1904,"2","24","J","male","male"
"26620","Fox","Wiley","DUMAS","Moore",1904,"7","18","Wiley","male","male"
"26621","Lamb","Jas. H.","DUMAS","Moore",1908,"7","14","Jas",NA,"male"
"26622","Fox","Wiley","DUMAS","Moore",1914,"9","19","Wiley","male","male"
"26623","Hendricks","Marshall C.","DUMAS","Moore",1917,"12","7","Marshall","male","male"
"26624","Walker","Carrie M.","DUMAS","Moore",1919,"6","25","Carrie","female","female"
"26625","Harris","Mrs. Allie L.","DUMAS","Moore",1920,"9","21","Allie","female","female"
"26626","Fox","Myrtle","DUMAS","Moore",1921,"7","19","Myrtle","female","female"
"26627","Fox","Wiley","DUMAS","Moore",1921,"11","28","Wiley","male","male"
"26628","Trigg","Minnie","FESTUS","Moore",1898,"7","12","Minnie","female","female"
"26629","Stratton","T. J.","FESTUS","Moore",1900,"10","2","T","male","male"
"26630","Trigg","Minnie","FESTUS","Moore",1898,"7","12","Minnie","female","female"
"26631","Brown","Cornelia F.","INMAN","Moore",1911,"3","10","Cornelia","female","female"
"26632","McKinney","John A.","KONG","Moore",1905,"7","18","John","male","male"
"26633","Eldredge","Peter W.","MISSION","Moore",1901,"5","27","Peter","male","male"
"26634","Quarton","Benj. F.","QUARTON","Moore",1903,"10","28","Benj","male","male"
"26635","Colwell","Wm. T.","QUARTON","Moore",1904,"12","31","Wm",NA,"male"
"26636","Young","Jos.","QUARTON","Moore",1905,"12","9","Jos","male","male"
"26637","Collier","John W.","QUARTON","Moore",1907,"2","12","John","male","male"
"26638","Hunt","Chas. E.","QUARTON","Moore",1908,"11","11","Chas",NA,"male"
"26639","Griffith","Oscar T.","SUNRAY","Moore",1931,"3","15","Oscar","male","male"
"26640","Turner","John S.","TRUMBLE","Moore",1892,"8","29","John","male","male"
"26641","Cason","Wm. M.","CASON","Morris",1878,"1","14","Wm",NA,"male"
"26642","Jeter","J. L.","CASON","Morris",1880,"10","11","J","male","male"
"26643","Cason","Wm. M.","CASON","Morris",1880,"11","17","Wm",NA,"male"
"26644","Greene","John T.","CASON","Morris",1880,"12","13","John","male","male"
"26645","Russell","D. Allen","CASON","Morris",1885,"12","23","D","male","male"
"26646","Patterson","Marion S.","CASON","Morris",1901,"8","21","Marion","male","male"
"26647","Bicknell","Lindsey L.","CASON","Morris",1907,"11","20","Lindsey","male","male"
"26648","Manns","Wm. L.","CASON","Morris",1911,"4","1","Wm",NA,"male"
"26649","Davis","Wm. T.","CASON","Morris",1914,"1","3","Wm",NA,"male"
"26650","Bicknell","John L.","CASON","Morris",1917,"6","9","John","male","male"
"26651","Floyd","Huey","CASON","Morris",1925,"5","5","Huey","male","male"
"26652","McMichael","Mrs. E. Lilla","CASON","Morris",1926,"1","5","E","male","female"
"26653","Terry","Jos.","DAINGERFIELD","Morris",1889,"8","20","Jos","male","male"
"26654","McGregor","Jas. A.","DAINGERFIELD","Morris",1891,"7","14","Jas",NA,"male"
"26655","Chrisman","Brutus C.","DAINGERFIELD","Morris",1891,"7","17","Brutus","male","male"
"26656","Buchanan","John N.","DAINGERFIELD","Morris",1892,"3","2","John","male","male"
"26657","Zachary","Jasper M.","DAINGERFIELD","Morris",1893,"10","31","Jasper","male","male"
"26658","Forrester","Rufus","DAINGERFIELD","Morris",1897,"10","14","Rufus","male","male"
"26659","Forrester","Lola","DAINGERFIELD","Morris",1904,"6","18","Lola","female","female"
"26660","McCollum","John H.","DAINGERFIELD","Morris",1906,"9","18","John","male","male"
"26661","Nichols","Sidney W.","DAINGERFIELD","Morris",1907,"12","13","Sidney","male","male"
"26662","McCoy","D. H.","DAINGERFIELD","Morris",1909,"1","27","D","male","male"
"26663","Willis","Lula E.","DAINGERFIELD","Morris",1913,"7","2","Lula","female","female"
"26664","Coffman","Jasper N.","DAINGERFIELD","Morris",1922,"4","13","Jasper","male","male"
"26665","Pinckard","Jas. R.","GAVETT","Morris",1881,"2","15","Jas",NA,"male"
"26666","Witt","John M.","GAVETT","Morris",1885,"8","19","John","male","male"
"26667","Phillips","John W.","JENKINS","Morris",1892,"6","15","John","male","male"
"26668","Cook","Enoch J.","JENKINS","Morris",1901,"12","26","Enoch","male","male"
"26669","Phillips","Jos. E.","JENKINS","Morris",1903,"3","2","Jos","male","male"
"26670","Hefner","Jas. B.","JENKINS","Morris",1905,"4","4","Jas",NA,"male"
"26671","Phillips","Jos.E.","JENKINS","Morris",1903,"3","2","JosE.","female","female"
"26672","Baker","Franklin E.","NAPLES","Morris",1895,"2","16","Franklin","male","male"
"26673","Spence","Robt. W.","NAPLES","Morris",1897,"11","3","Robt","male","male"
"26674","Coley","John S.","NAPLES","Morris",1903,"5","20","John","male","male"
"26675","Grob","Andrew A.","NAPLES","Morris",1907,"2","23","Andrew","male","male"
"26676","Walker","John C.","NAPLES","Morris",1913,"10","16","John","male","male"
"26677","Kennedy","Jas. M.","NAPLES","Morris",1914,"10","2","Jas",NA,"male"
"26678","Butler","John O.","NAPLES","Morris",1917,"10","26","John","male","male"
"26679","Davies","Luther","NAPLES","Morris",1917,"10","29","Luther","male","male"
"26680","Lewis","Bedford W.","NAPLES","Morris",1917,"11","1","Bedford","male","male"
"26681","Lunday","Sallie P.","NAPLES","Morris",1918,"3","8","Sallie","female","female"
"26682","Witt","John M.","OMAHA","Morris",1886,"4","20","John","male","male"
"26683","Coffey","Bennett B.","OMAHA","Morris",1888,"8","2","Bennett","male","male"
"26684","Wood","Wm.","OMAHA","Morris",1889,"8","10","Wm",NA,"male"
"26685","Hart","Robt. J.","OMAHA","Morris",1893,"8","10","Robt","male","male"
"26686","Holt","Houston","OMAHA","Morris",1897,"9","11","Houston","male","male"
"26687","Holt","Emma L.","OMAHA","Morris",1900,"4","14","Emma","female","female"
"26688","McCollum","Wm. W.","OMAHA","Morris",1901,"11","15","Wm",NA,"male"
"26689","Riddle","G. H.","OMAHA","Morris",1913,"5","22","G","male","male"
"26690","Vickers","Walter C.","OMAHA","Morris",1922,"5","12","Walter","male","male"
"26691","Thigpen","Jesse R.","OMAHA","Morris",1930,"12","20","Jesse","male","male"
"26692","Bratton","Leila","ONEAL","Morris",1900,"4","2","Leila","female","female"
"26693","Hall","Maude","ONEAL","Morris",1900,"5","18","Maude","female","female"
"26694","Bolin","Wm.","ROCKY BRANCH","Morris",1890,"4","28","Wm",NA,"male"
"26695","Bolin","John Wm.","ROCKY BRANCH","Morris",1890,"5","21","John","male","male"
"26696","Strickland","Wm. J.","ROCKY BRANCH","Morris",1890,"12","22","Wm",NA,"male"
"26697","Watts","Berry R","STATION BELDEN","Morris",1882,"1","9","Berry","male","male"
"26698","Richardson","J. S.","STATION BELDEN","Morris",1889,"5","16","J","male","male"
"26699","Grob","Michael","STATION BELDEN","Morris",1889,"12","26","Michael","male","male"
"26700","Spence","Robt. W.","STATION BELDEN","Morris",1892,"8","8","Robt","male","male"
"26701","Baker","Franklin E.","STATION BELDEN","Morris",1893,"9","8","Franklin","male","male"
"26702","Wright","Cyrus","VINEYARD","Morris",1879,"6","2","Cyrus","male","male"
"26703","Boyd","Oliver P.","WHEATVILLE","Morris",1879,"4","1","Oliver","male","male"
"26704","Watts","Berry R.","WHEATVILLE","Morris",1880,"1","5","Berry","male","male"
"26705","Morrison","Wm. H.","DUTCHMAN","Motley",1896,"1","6","Wm",NA,"male"
"26706","Andreson","Annie S.","DUTCHMAN","Motley",1897,"7","26","Annie","female","female"
"26707","Patterson","Erwin S.","FLOMOT","Motley",1915,"12","6","Erwin","male","male"
"26708","Moorhead","Edward O.","FLOMOT","Motley",1918,"7","15","Edward","male","male"
"26709","Gates","Walter B.","FLOMOT","Motley",1919,"4","4","Walter","male","male"
"26710","Winston","Susie B.","FOLLIE","Motley",1922,"8","21","Susie","female","female"
"26711","Nall","Jas. R.","FOLLIE","Motley",1925,"2","28","Jas",NA,"male"
"26712","Gilpin","Wm. B.","GILPIN","Motley",1892,"5","17","Wm",NA,"male"
"26713","Willis","Wm. G.","HUMBRA","Motley",1916,"3","24","Wm",NA,"male"
"26714","Brewer","Lyman R.","LYMAN","Motley",1882,"11","13","Lyman","male","male"
"26715","Drase","Frank M.","LYMAN","Motley",1883,"3","23","Frank","male","male"
"26716","Campbell","John M.","LYMAN","Motley",1893,"6","13","John","male","male"
"26717","Leonard","Mary E.","LYMAN","Motley",1913,"2","8","Mary","female","female"
"26718","Biddle","John C.","MATADOR","Motley",1886,"1","21","John","male","male"
"26719","Loewenthal","Ferdinand A.","MATADOR","Motley",1886,"7","29","Ferdinand","male","male"
"26720","Miller","Wm.","MATADOR","Motley",1887,"5","23","Wm",NA,"male"
"26721","Campbell","Mrs. Lizzie B.","MATADOR","Motley",1887,"12","17","Lizzie","female","female"
"26722","McGaughey","Francis E.","MATADOR","Motley",1898,"1","7","Francis","male","male"
"26723","Duncan","Thos. E.","MATADOR","Motley",1905,"11","28","Thos",NA,"male"
"26724","Hatfield","Mills","MATADOR","Motley",1911,"9","27","Mills","male","male"
"26725","Campbell","Joe H.","MATADOR","Motley",1913,"7","3","Joe","male","male"
"26726","Warren","Claude","MATADOR","Motley",1916,"1","5","Claude","male","male"
"26727","Ward","H. O.","MATADOR","Motley",1922,"12","5","H","male","male"
"26728","Williams","Thos. E.","MATADOR","Motley",1924,"1","24","Thos",NA,"male"
"26729","Bryan","Thos. L.","MATADOR","Motley",1929,"12","14","Thos",NA,"male"
"26730","Cook","Lillian","NORTHFIELD","Motley",1892,"3","12","Lillian","female","female"
"26731","Bain","Francis M.","NORTHFIELD","Motley",1892,"9","24","Francis","male","male"
"26732","Thomas","John S.","NORTHFIELD","Motley",1893,"7","27","John","male","male"
"26733","Bain","Francis M.","NORTHFIELD","Motley",1894,"11","12","Francis","male","male"
"26734","Denny","Wm. H.","NORTHFIELD","Motley",1896,"8","22","Wm",NA,"male"
"26735","Denny","Eliza C.","NORTHFIELD","Motley",1908,"12","18","Eliza","female","female"
"26736","Knipe","Lily E.","NORTHFIELD","Motley",1911,"3","22","Lily","female","female"
"26737","Heath","Lily","NORTHFIELD","Motley",1916,"8","17","Lily","female","female"
"26738","Tipton","Jas. A.","NORTHFIELD","Motley",1921,"1","28","Jas",NA,"male"
"26739","Pitts","Martha E.","PITTS","Motley",1893,"5","22","Martha","female","female"
"26740","Patterson","Clara E.","PITTS","Motley",1895,"6","4","Clara","female","female"
"26741","Conley","Bettie T.","PITTS","Motley",1897,"11","12","Bettie","female","female"
"26742","Shelton","Jos. E.","ROARING SPRINGS","Motley",1912,"10","26","Jos","male","male"
"26743","Crites","Pearl L.","ROARING SPRINGS","Motley",1916,"6","21","Pearl","female","female"
"26744","Ward","Pearl L.","ROARING SPRINGS","Motley",1918,"2","15","Pearl","female","female"
"26745","Goodwin","Henry L.","ROARING SPRINGS","Motley",1925,"10","21","Henry","male","male"
"26746","Armstrong","L.","TEEPEE CITY","Motley",1879,"11","24","L","male","male"
"26747","Cooper","Arthur B.","TEEPEE CITY","Motley",1880,"1","19","Arthur","male","male"
"26748","Sharpes","Andrew J.","TEEPEE CITY","Motley",1880,"5","17","Andrew","male","male"
"26749","Flowers","Silas G.","TEEPEE CITY","Motley",1882,"3","28","Silas","male","male"
"26750","Dawson","Luther","TEEPEE CITY","Motley",1885,"12","7","Luther","male","male"
"26751","Henderson","Mrs. Emma","TEEPEE CITY","Motley",1886,"9","27","Emma","female","female"
"26752","Cooper","Arthur B.","TEEPEE CITY","Motley",1888,"5","26","Arthur","male","male"
"26753","Cooper","Anna B.","TEEPEE CITY","Motley",1898,"7","27","Anna","female","female"
"26754","Cole","Sarah E.","WHITEFLAT","Motley",1893,"7","15","Sarah","female","female"
"26755","Lee","Fannie C.","WHITEFLAT","Motley",1899,"8","29","Fannie","female","female"
"26756","Rattan","Littleton","WHITEFLAT","Motley",1901,"6","23","Littleton","male","male"
"26757","Griffin","John H.","WHITEFLAT","Motley",1902,"8","2","John","male","male"
"26758","White","Wm. H.","WHITEFLAT","Motley",1903,"1","7","Wm",NA,"male"
"26759","Smith","Isabella","WHITEFLAT","Motley",1905,"2","24","Isabella","female","female"
"26760","Dean","Alexander","WHITEFLAT","Motley",1907,"3","19","Alexander","male","male"
"26761","Scott","Philip M.","WHITEFLAT","Motley",1908,"3","12","Philip","male","male"
"26762","Morgan","John T.","WHITEFLAT","Motley",1909,"11","20","John","male","male"
"26763","Garrison","Gabriel E.","WHITEFLAT","Motley",1910,"7","5","Gabriel","male","male"
"26764","Davis","Robt. M.","WHITEFLAT","Motley",1911,"12","19","Robt","male","male"
"26765","Vick","Robt. E.","WHITEFLAT","Motley",1912,"9","7","Robt","male","male"
"26766","Gross","Jas. M.","WHITEFLAT","Motley",1913,"5","10","Jas",NA,"male"
"26767","McEntire","Henry L.","WHITEFLAT","Motley",1918,"5","29","Henry","male","male"
"26768","Bryan","Myra B.","WHITEFLAT","Motley",1920,"12","21","Myra","female","female"
"26769","Scott","Nannie","WHITEFLAT","Motley",1921,"8","13","Nannie","female","female"
"26770","Scott","Lillie N.","WHITEFLAT","Motley",1921,"11","19","Lillie","female","female"
"26771","Willingham","Coleman D.","WHITEFLAT","Motley",1928,"3","13","Coleman","male","male"
"26772","Rogers","John N.","ALAZAN","Nacogdoches",1901,"5","14","John","male","male"
"26773","Smith","Sarah A.","ALAZAN","Nacogdoches",1902,"5","8","Sarah","female","female"
"26774","Rogers","John N.","ALAZAN","Nacogdoches",1902,"9","11","John","male","male"
"26775","Castleberry","W. T.","ALAZAN","Nacogdoches",1902,"12","30","W","male","male"
"26776","Hodges","Eva J.","ALAZAN","Nacogdoches",1903,"4","7","Eva","female","female"
"26777","Daniel","Norman A.","ALAZAN","Nacogdoches",1903,"9","26","Norman","male","male"
"26778","Rogers Jr.","John N.","ALAZAN","Nacogdoches",1904,"12","31","John","male","male"
"26779","Pitts","Marcus D.","ALAZAN","Nacogdoches",1905,"5","12","Marcus","male","male"
"26780","Skeeters","Wm. T.","APPLEBY","Nacogdoches",1889,"8","14","Wm",NA,"male"
"26781","Payne","Newton","APPLEBY","Nacogdoches",1897,"10","27","Newton","male","male"
"26782","Doolittle","Hyman R.","APPLEBY","Nacogdoches",1901,"10","4","Hyman","male","male"
"26783","Hunt","Lulah C.","APPLEBY","Nacogdoches",1902,"12","22","Lulah","female","female"
"26784","Doolittle","Hyman R.","APPLEBY","Nacogdoches",1901,"10","4","Hyman","male","male"
"26785","Floyd","Robt. W.","APPLEBY","Nacogdoches",1903,"9","16","Robt","male","male"
"26786","Weatherly","John","APPLEBY","Nacogdoches",1914,"1","23","John","male","male"
"26787","Rambin","Rozine V.","APPLEBY","Nacogdoches",1924,"8","16","Rozine","female","female"
"26788","Tillery","John B.","APPLEBY","Nacogdoches",1925,"1","21","John","male","male"
"26789","McKittrick","Julius M.","APPLEBY","Nacogdoches",1930,"10","20","Julius","male","male"
"26790","Stephens","Aug. P.","ATTOYAC","Nacogdoches",1897,"12","1","Aug","male","male"
"26791","Blackshear","Sudie B.","ATTOYAC","Nacogdoches",1902,"5","8","Sudie","female","female"
"26792","Fuller","Walter T.","ATTOYAC","Nacogdoches",1913,"8","27","Walter","male","male"
"26793","Fuller","Lola L.","ATTOYAC","Nacogdoches",1915,"10","1","Lola","female","female"
"26794","Blakey","Mrs. Lola L.","ATTOYAC","Nacogdoches",1923,"10","16","Lola","female","female"
"26795","Layton","Marion W.","ATTOYAC","Nacogdoches",1924,"3","13","Marion","female","female"
"26796","Buckner","Mrs. Nora","ATTOYAC","Nacogdoches",1925,"9","17","Nora","female","female"
"26797","Moore","Henry J.","ATTOYAC","Nacogdoches",1930,"5","8","Henry","male","male"
"26798","Rhodes","Chas. M.","CARO","Nacogdoches",1904,"6","13","Chas",NA,"male"
"26799","Peck","Shepperd M.","CARO","Nacogdoches",1905,"1","4","Shepperd","male","male"
"26800","Turney","Reynold V.","CARO","Nacogdoches",1905,"6","10","Reynold","male","male"
"26801","Brooks","Nathan B.","CARO","Nacogdoches",1906,"4","16","Nathan","male","male"
"26802","Whiteman","Warren T.","CARO","Nacogdoches",1909,"2","6","Warren","male","male"
"26803","Newton","Anna C.","CARO","Nacogdoches",1915,"1","29","Anna","female","female"
"26804","Middlebrook","Geo. F.","CARO","Nacogdoches",1916,"5","23","Geo","male","male"
"26805","Greene","Delia","CARO","Nacogdoches",1917,"3","10","Delia","female","female"
"26806","Seelbach","Allie","CARO","Nacogdoches",1922,"1","20","Allie","female","female"
"26807","Wingate","Noah K.","CARO","Nacogdoches",1924,"2","27","Noah","male","male"
"26808","Foote","Thos. H.","CARO","Nacogdoches",1926,"12","18","Thos",NA,"male"
"26809","Wilks","Daisey","CARO","Nacogdoches",1927,"3","9","Daisey","female","female"
"26810","Rice","G. Sam","CARO","Nacogdoches",1929,"7","29","G","male","male"
"26811","Perritte","John F.","CHINITA","Nacogdoches",1895,"5","25","John","male","male"
"26812","Fall","John N.","CHIRENO","Nacogdoches",1852,"3","1","John","male","male"
"26813","Burk","Mat W.","CHIRENO","Nacogdoches",1861,"7","12","Mat","male","male"
"26814","Matthews","Mrs. Ora C.","CHIRENO","Nacogdoches",1866,"12","12","Ora","male","female"
"26815","Smith","Gilbert M. L.","CHIRENO","Nacogdoches",1869,"7","6","Gilbert","male","male"
"26816","Lindsey","Robt. J.","CHIRENO","Nacogdoches",1869,"8","19","Robt","male","male"
"26817","Smith","Gilbert M. L.","CHIRENO","Nacogdoches",1873,"9","19","Gilbert","male","male"
"26818","Patton","Emma","CHIRENO","Nacogdoches",1878,"6","24","Emma","female","female"
"26819","Noble","Eliza G.","CHIRENO","Nacogdoches",1880,"1","8","Eliza","female","female"
"26820","Fall","Henderson V.","CHIRENO","Nacogdoches",1888,"4","17","Henderson","male","male"
"26821","Blackshear","Sudie B.","CHIRENO","Nacogdoches",1915,"2","4","Sudie","female","female"
"26822","Clevenger","Joe P.","CLEVENGER","Nacogdoches",1901,"11","26","Joe","male","male"
"26823","Summers","Jesse H.","CRUSEVILLE","Nacogdoches",1880,"9","13","Jesse","male","male"
"26824","Baines","De Calve","CUSHING","Nacogdoches",1902,"12","9","De","male","male"
"26825","Wagner","Philip M.","CUSHING","Nacogdoches",1908,"12","15","Philip","male","male"
"26826","McCrary","Wm. B.","CUSHING","Nacogdoches",1911,"4","11","Wm",NA,"male"
"26827","Pitman","Wm. H.","CUSHING","Nacogdoches",1917,"8","4","Wm",NA,"male"
"26828","McCrary","Wm. B.","CUSHING","Nacogdoches",1922,"4","28","Wm",NA,"male"
"26829","McCrary","Blanche","CUSHING","Nacogdoches",1930,"1","16","Blanche","female","female"
"26830","Davis","Austin","CUSHING","Nacogdoches",1930,"12","8","Austin","male","male"
"26831","Bryan","John Neely","DALLAS","Nacogdoches",1846,"5","22","John","male","male"
"26832","Durgin","Chas. H.","DALLAS","Nacogdoches",1846,"11","12","Chas",NA,"male"
"26833","McBee","M. E.","DECOY","Nacogdoches",1900,"6","29","M","female","female"
"26834","Raynor","Thos. K.","DECOY","Nacogdoches",1901,"10","31","Thos",NA,"male"
"26835","Raynor","Thos. K.","DECOY","Nacogdoches",1903,"6","15","Thos",NA,"male"
"26836","Ashley","Ed. R.","DECOY","Nacogdoches",1910,"1","6","Ed","male","male"
"26837","Robinson","Emma","DECOY","Nacogdoches",1913,"4","22","Emma","female","female"
"26838","Hall","Rich. G.","DOUGLASS","Nacogdoches",1846,"6","15","Rich","male","male"
"26839","Pierson","John H.","DOUGLASS","Nacogdoches",1848,"4","28","John","male","male"
"26840","McKnight","F.","DOUGLASS","Nacogdoches",1849,"4","9","F","male","male"
"26841","Clutts","John R.","DOUGLASS","Nacogdoches",1851,"2","8","John","male","male"
"26842","Rogers","Lewis","DOUGLASS","Nacogdoches",1852,"9","8","Lewis","male","male"
"26843","Johnson","Jas. W.","DOUGLASS","Nacogdoches",1854,"12","29","Jas",NA,"male"
"26844","Rook","Henry","DOUGLASS","Nacogdoches",1858,"7","27","Henry","male","male"
"26845","Ward","Loudon B.","DOUGLASS","Nacogdoches",1860,"7","17","Loudon","male","male"
"26846","Ward","L. B.","DOUGLASS","Nacogdoches",1861,"7","12","L","male","male"
"26847","McKnight","Felix L.","DOUGLASS","Nacogdoches",1861,"8","30","Felix","male","male"
"26848","Bone","R. D.","DOUGLASS","Nacogdoches",1866,"1","8","R","male","male"
"26849","Bone","Mrs. G. Minerva","DOUGLASS","Nacogdoches",1866,"5","7","G","male","female"
"26850","More","Paul","DOUGLASS","Nacogdoches",1867,"4","12","Paul","male","male"
"26851","McKnight","Felix L.","DOUGLASS","Nacogdoches",1869,"4","26","Felix","male","male"
"26852","Whitaker","Isaac W.","DOUGLASS","Nacogdoches",1869,"7","15","Isaac","male","male"
"26853","Coon","Washington I.","DOUGLASS","Nacogdoches",1882,"10","19","Washington","male","male"
"26854","Murphey","Robt. W.","DOUGLASS","Nacogdoches",1893,"8","30","Robt","male","male"
"26855","Leonard","Bobbie D.","DOUGLASS","Nacogdoches",1901,"10","26","Bobbie","female","female"
"26856","Paine","Fredric B.","DOUGLASS","Nacogdoches",1903,"9","14","Fredric","male","male"
"26857","Wallace","Jas. M.","DOUGLASS","Nacogdoches",1905,"5","3","Jas",NA,"male"
"26858","Spencer","Manda","DOUGLASS","Nacogdoches",1906,"10","5","Manda","female","female"
"26859","Crosby","Matthew G.","DOUGLASS","Nacogdoches",1920,"10","18","Matthew","male","male"
"26860","Neel","Jesse C.","DOUGLASS","Nacogdoches",1925,"2","27","Jesse","male","male"
"26861","Crosby","Matthew G.","DOUGLASS","Nacogdoches",1930,"6","12","Matthew","male","male"
"26862","Fisher","Jos. K.","ETOILE","Nacogdoches",1886,"1","25","Jos","male","male"
"26863","Crow","Wm. B.","ETOILE","Nacogdoches",1889,"8","28","Wm",NA,"male"
"26864","Moton","John","ETOILE","Nacogdoches",1901,"7","15","John","male","male"
"26865","Parlin","John T.","ETOILE","Nacogdoches",1902,"2","24","John","male","male"
"26866","Partin","Green F.","ETOILE","Nacogdoches",1905,"3","10","Green","male","male"
"26867","Woods","John W.","ETOILE","Nacogdoches",1906,"1","26","John","male","male"
"26868","Rogers","Jas. M.","ETOILE","Nacogdoches",1906,"4","20","Jas",NA,"male"
"26869","Hill","Zanie M.","ETOILE","Nacogdoches",1913,"9","15","Zanie","female","female"
"26870","Partin","Myrtle","ETOILE","Nacogdoches",1915,"3","1","Myrtle","female","female"
"26871","Breazeale","Luther M.","ETOILE","Nacogdoches",1919,"10","21","Luther","male","male"
"26872","Chambles","Marvin S.","ETOILE","Nacogdoches",1920,"9","9","Marvin","male","male"
"26873","Jacobs","Mrs. Ossie","ETOILE","Nacogdoches",1922,"5","19","Ossie","female","female"
"26874","Fall","John N.","FLOURNOY'S","Nacogdoches",1851,"12","3","John","male","male"
"26875","Garrison","Henry D.","GARRISON","Nacogdoches",1885,"11","30","Henry","male","male"
"26876","Willis","Mrs. Sarah A.","GARRISON","Nacogdoches",1886,"3","24","Sarah","female","female"
"26877","Boles","Jas. G.","GARRISON","Nacogdoches",1888,"6","13","Jas",NA,"male"
"26878","Bowling","Gaines M.","GARRISON","Nacogdoches",1891,"1","28","Gaines","male","male"
"26879","Garrison","Wm. B.","GARRISON","Nacogdoches",1893,"4","21","Wm",NA,"male"
"26880","Rainbolt","Geo. F.","GARRISON","Nacogdoches",1897,"7","21","Geo","male","male"
"26881","Tillery","Robt. W.","GARRISON","Nacogdoches",1899,"9","28","Robt","male","male"
"26882","Ross","Ida L.","GARRISON","Nacogdoches",1902,"11","22","Ida","female","female"
"26883","Stalling","Ida L.","GARRISON","Nacogdoches",1905,"9","14","Ida","female","female"
"26884","Ross","John G.","GARRISON","Nacogdoches",1906,"11","23","John","male","male"
"26885","Young","Wm. C.","GARRISON","Nacogdoches",1916,"8","26","Wm",NA,"male"
"26886","Broyles","Thos. J.","GREENWOOD","Nacogdoches",1858,"8","4","Thos",NA,"male"
"26887","Summers","Jos. W.","GREENWOOD","Nacogdoches",1858,"10","15","Jos","male","male"
"26888","Broyles","Thos. J.","GREENWOOD","Nacogdoches",1860,"1","25","Thos",NA,"male"
"26889","Doherty","John F. F.","GREENWOOD","Nacogdoches",1862,"12","8","John","male","male"
"26890","Fears","Oliver","GREENWOOD","Nacogdoches",1864,"8","19","Oliver","male","male"
"26891","Nations","W. B.","HARMONY","Nacogdoches",1911,"11","17","W","male","male"
"26892","Pitts","Oma","HARMONY","Nacogdoches",1919,"3","10","Oma","female","female"
"26893","Caraway","Wm. V.","LA NANA","Nacogdoches",1891,"2","11","Wm",NA,"male"
"26894","Oliver","Ophelia","LANANA","Nacogdoches",1895,"7","9","Ophelia","female","female"
"26895","Dunson","Frank","LANANA","Nacogdoches",1899,"2","24","Frank","male","male"
"26896","Hooper","Allen M.","LANANA","Nacogdoches",1899,"6","14","Allen","male","male"
"26897","Webster","Arthur B.","LANANA","Nacogdoches",1906,"2","9","Arthur","male","male"
"26898","Tindall","Chas. H.","LANANA","Nacogdoches",1906,"9","24","Chas",NA,"male"
"26899","Hughes","John A.","LANANA","Nacogdoches",1906,"11","23","John","male","male"
"26900","Evans","Chas. A.","LANANA","Nacogdoches",1907,"6","12","Chas",NA,"male"
"26901","Seale","Geo. E.","LANANA","Nacogdoches",1909,"9","21","Geo","male","male"
"26902","Freeman","Malcom S.","LIBBY","Nacogdoches",1892,"4","29","Malcom","male","male"
"26903","Miller","Jas. H.","LIBBY","Nacogdoches",1893,"6","3","Jas",NA,"male"
"26904","Meador","Alford A.","LIBBY","Nacogdoches",1900,"12","24","Alford","male","male"
"26905","Wortham","John L.","LILBERT","Nacogdoches",1899,"7","19","John","male","male"
"26906","Rawlinson","Lillie B.","LILBERT","Nacogdoches",1901,"11","14","Lillie","female","female"
