Post Office,County1,County2,County3,State,Region,Subregion,Established,Discontinued,Stamp Rarity Factor,Continuous,GNIS_Match,Score,GNIS_ID,GNIS_Feature,GNIS_Type,GNIS_County,GNIS_State,Latitude,Longitude,Coordinates
PREMONT,Jim Wells,,,TX,Midwest,South Midwest,1909,,0,Y,TRUE,100,2731295,Premont Post Office,Post Office,Jim Wells,TX,27.358374,-98.124485,Y
PRESIDIO,Presidio,,,TX,Midwest,South Midwest,1868,,0,Y,TRUE,100,2731838,Presidio Post Office,Post Office,Presidio,TX,29.5608144,-104.3507693,Y
PRESLEY,Titus,,,TX,Midwest,South Midwest,1901,1904,6,Y,FALSE,,,,,,,,,N
PRESTON,Wharton,,,TX,Midwest,South Midwest,1839,1857,7,Y,FALSE,,,,,,,,,N
PRESTON,Grayson,,,TX,Midwest,South Midwest,1852,1914,4,Y,TRUE,100,1380395,Preston,Populated Place,Grayson,TX,33.8823234,-96.6330516,Y
PREWITT'S TAN YARD,Anderson,,,TX,Midwest,South Midwest,1858,1868,8,Y,FALSE,,,,,,,,,N
PRICE,McLennan,,,TX,Midwest,South Midwest,1890,1890,7,Y,FALSE,,,,,,,,,N
PRICE,Anderson,,,TX,Midwest,South Midwest,1899,1905,4,Y,TRUE,100,1890040,Price Cemetery,Cemetery,Anderson,TX,31.8037808,-95.6085669,Y
PRICE,Rusk,,,TX,Midwest,South Midwest,1940,,0,Y,TRUE,100,2731518,Price Post Office,Post Office,Rusk,TX,32.133733,-94.943889,Y
PRICE'S,Cherokee,,,TX,Midwest,South Midwest,1879,1880,8,Y,TRUE,100,1380397,Prices,Populated Place,Cherokee,TX,31.8993346,-95.4274526,Y
PRICE'S CREEK,Dewitt,,,TX,Midwest,South Midwest,1854,1877,7,Y,FALSE,,,,,,,,,N
PRICE'S HILL,San Augustine,,,TX,Midwest,South Midwest,1848,1848,9,Y,FALSE,,,,,,,,,N
PRICE'S STORE,Lamar,,,TX,Midwest,South Midwest,1858,1870,7,Y,FALSE,,,,,,,,,N
PRIDDY,Mills,,,TX,Midwest,South Midwest,1891,,0,Y,TRUE,100,2732073,Priddy Post Office,Post Office,Mills,TX,31.6709211,-98.5103487,Y
PRIDE,Dawson,,,TX,Midwest,South Midwest,1904,1934,2,Y,TRUE,100,1378908,Pride,Populated Place,Dawson,TX,32.9373171,-102.0776686,Y
PRIMM,Fayette,,,TX,Midwest,South Midwest,1902,1927,3,Y,FALSE,,,,,,,,,N
PRIMROSE,Van Zandt,,,TX,Midwest,South Midwest,1902,1910,4,Y,TRUE,100,2034649,Primrose,Populated Place,Van Zandt,TX,32.4334761,-95.6041275,Y
PRINCETON,Newton,,,TX,Midwest,South Midwest,1880,1881,7,Y,FALSE,,,,,,,,,N
PRINCETON,Collin,,,TX,Midwest,South Midwest,1888,,0,Y,TRUE,100,2731231,Princeton Post Office,Post Office,Collin,TX,33.173299,-96.49318,Y
PRINDLE,Wise,,,TX,Midwest,South Midwest,1891,1893,8,Y,FALSE,,,,,,,,,N
PRINGLE,Hutchinson,,,TX,Midwest,South Midwest,1929,1946,1,Y,TRUE,100,1380904,Pringle,Populated Place,Hutchinson,TX,35.9492042,-101.4562761,Y
PRISMOID,Montgomery,,,TX,Midwest,South Midwest,1877,1884,7,Y,FALSE,,,,,,,,,N
PRITCHETT,Upshur,,,TX,Midwest,South Midwest,1893,1954,1,Y,TRUE,100,1378910,Pritchett,Populated Place,Upshur,TX,32.6618049,-95.0185517,Y
PROCTER,Comanche,,,TX,Midwest,South Midwest,1874,1881,5,Y,TRUE,85.71428571,2732047,Proctor Post Office,Post Office,Comanche,TX,31.9890653,-98.4333964,Y
PROCTOR,Comanche,,,TX,Midwest,South Midwest,1890,,0,Y,TRUE,100,2732047,Proctor Post Office,Post Office,Comanche,TX,31.9890653,-98.4333964,Y
PROFFITT,Young,,,TX,Midwest,South Midwest,1880,1925,3,Y,TRUE,100,1380398,Proffitt,Populated Place,Young,TX,33.1920532,-98.8731219,Y
PROGRESO,Hidalgo,,,TX,Midwest,South Midwest,1900,,0,Y,TRUE,100,2732255,Progreso Post Office,Post Office,Hidalgo,TX,26.0875243,-97.9569272,Y
PROGRESS,Hale,,,TX,Midwest,South Midwest,1892,1898,6,Y,FALSE,,,,,,,,,N
PROGRESS,Bailey,,,TX,Midwest,South Midwest,1927,1929,4,Y,TRUE,100,1365803,Progress,Populated Place,Bailey,TX,34.2828547,-102.8099409,Y
PROSERPINA,Jasper,,,TX,Midwest,South Midwest,1903,1907,6,Y,FALSE,,,,,,,,,N
PROSPECT,Lee,,,TX,Midwest,South Midwest,1850,1872,6,Y,TRUE,100,1365806,Prospect Cemetery,Cemetery,Lee,TX,30.4307638,-96.9297046,Y
PROSPECT,McLennan,,,TX,Midwest,South Midwest,1890,1891,6,Y,FALSE,,,,,,,,,N
PROSPECT,Clay,,,TX,Midwest,South Midwest,1893,1944,2,Y,TRUE,100,1380400,Prospect,Populated Place,Clay,TX,33.4828856,-98.1914336,Y
PROSPECT HILL,Wood,,,TX,Midwest,South Midwest,1855,1856,8,Y,FALSE,,,,,,,,,N
PROSPER,Collin,,,TX,Midwest,South Midwest,1893,,0,Y,TRUE,100,2731949,Prosper Post Office,Post Office,Collin,TX,33.2357283,-96.801343,Y
PROSPERITY,Falls,,,TX,Midwest,South Midwest,1853,1859,8,Y,FALSE,,,,,,,,,N
PROVIDENCE,Van Zandt,,,TX,Midwest,South Midwest,1888,1908,5,Y,FALSE,,,,,,,,,N
PROVIDENCE HILL,Hardin,,,TX,Midwest,South Midwest,1850,1867,7,Y,FALSE,,,,,,,,,N
PROVIDENT CITY,Colorado,,,TX,Midwest,South Midwest,1910,1953,1,Y,TRUE,100,1380402,Provident City,Populated Place,Colorado,TX,29.282749,-96.6321959,Y
PRUITT,Van Zandt,,,TX,Midwest,South Midwest,1888,1905,5,Y,TRUE,100,1378912,Pruitt,Populated Place,Van Zandt,TX,32.5676362,-95.6413503,Y
PRYOR,Navarro,,,TX,Midwest,South Midwest,1901,1905,6,Y,FALSE,,,,,,,,,N
PUEBLO,Baylor,,,TX,Midwest,South Midwest,1891,1893,6,Y,FALSE,,,,,,,,,N
PUEBLO,Callahan,,,TX,Midwest,South Midwest,1909,1918,4,Y,TRUE,100,2034984,Pueblo,Populated Place,Callahan,TX,32.4990151,-99.1214611,Y
PUGH,Parker,,,TX,Midwest,South Midwest,1893,1900,5,Y,FALSE,,,,,,,,,N
PUGH'S,Harrison,,,TX,Midwest,South Midwest,1847,1847,9,Y,FALSE,,,,,,,,,N
PULASKI,Panola,,,TX,Midwest,South Midwest,1841,1867,7,Y,FALSE,,,,,,,,,N
PULLIN,Karnes,,,TX,Midwest,South Midwest,1902,1907,6,Y,FALSE,,,,,,,,,N
PULVO,Presidio,,,TX,Midwest,South Midwest,1887,1887,8,Y,TRUE,80,1376921,Polvo,Populated Place,Presidio,TX,29.4351892,-104.19381,Y
PUMPHREY,Runnels,,,TX,Midwest,South Midwest,1901,1912,4,Y,TRUE,100,1378916,Pumphrey,Populated Place,Runnels,TX,32.0387525,-100.0384272,Y
PUMPVILLE,Val Verde,,,TX,Midwest,South Midwest,1899,1966,1,Y,TRUE,100,1378917,Pumpville,Populated Place,Val Verde,TX,29.9435303,-101.7376204,Y
PURDON,Navarro,,,TX,Midwest,South Midwest,1881,,0,Y,TRUE,100,2731433,Purdon Post Office,Post Office,Navarro,TX,31.948653,-96.614897,Y
PURGATORY SPRINGS,Hays,,,TX,Midwest,South Midwest,1890,1895,6,Y,TRUE,100,1374172,Purgatory Springs Cemetery,Cemetery,Hays,TX,29.9277164,-98.1269541,Y
PURLEY,Franklin,,,TX,Midwest,South Midwest,1879,1906,5,Y,TRUE,100,1365865,Purley,Populated Place,Franklin,TX,33.0912296,-95.2621659,Y
PURMELA,Coryell,,,TX,Midwest,South Midwest,1879,,0,Y,TRUE,100,2732028,Purmela Post Office,Post Office,Coryell,TX,31.4705512,-97.9715417,Y
PURSLEY,Navarro,,,TX,Midwest,South Midwest,1872,1907,5,Y,TRUE,100,1378920,Pursley,Populated Place,Navarro,TX,31.9179365,-96.5438741,Y
PURVES,Erath,,,TX,Midwest,South Midwest,1897,1907,5,Y,TRUE,100,1378921,Purves,Populated Place,Erath,TX,32.0034791,-98.2703189,Y
PUTNAM,Callahan,,,TX,Midwest,South Midwest,1882,,0,Y,TRUE,100,2731979,Putnam Post Office,Post Office,Callahan,TX,32.3721919,-99.196103,Y
PUXICO,Van Zandt,,,TX,Midwest,South Midwest,1895,1896,7,Y,FALSE,,,,,,,,,N
PYBURN,Freestone,,,TX,Midwest,South Midwest,1895,1907,5,Y,FALSE,,,,,,,,,N
PYLAND,Marion,,,TX,Midwest,South Midwest,1902,1909,4,Y,TRUE,100,1344640,Pyland Cemetery,Cemetery,Marion,TX,32.8576351,-94.5221441,Y
PYLAS,Rusk,,,TX,Midwest,South Midwest,1900,1904,6,Y,FALSE,,,,,,,,,N
PYLE,Reeves,,,TX,Midwest,South Midwest,1910,1911,6,Y,FALSE,,,,,,,,,N
PYOTE,Ward,,,TX,Midwest,South Midwest,1907,,0,Y,TRUE,100,2731905,Pyote Post Office,Post Office,Ward,TX,31.5348636,-103.1215194,Y
PYRON,Scurry,,,TX,Midwest,South Midwest,1901,1954,1,Y,TRUE,100,1344644,Pyron Cemetery,Cemetery,Scurry,TX,32.6090013,-100.6990011,Y
QUAIL,Collingsworth,,,TX,Midwest,South Midwest,1902,,0,Y,TRUE,100,2731099,Quail Post Office,Post Office,Collingsworth,TX,34.911202,-100.398945,Y
QUALLS,Clay,,,TX,Midwest,South Midwest,1884,1886,7,Y,FALSE,,,,,,,,,N
QUANAH,Hardeman,,,TX,Midwest,South Midwest,1886,,0,Y,TRUE,100,2732273,Quanah Post Office,Post Office,Hardeman,TX,34.2978472,-99.7414744,Y
QUARRY,Washington,,,TX,Midwest,South Midwest,1891,1908,5,Y,TRUE,100,2034875,Quarry,Populated Place,Washington,TX,30.3077111,-96.5105241,Y
QUARTON,Moore,,,TX,Midwest,South Midwest,1903,1918,4,Y,FALSE,,,,,,,,,N
QUEEN CITY,Cass,,,TX,Midwest,South Midwest,1877,,0,Y,TRUE,100,2731944,Queen City Post Office,Post Office,Cass,TX,33.1433224,-94.1345366,Y
QUEEN PEAK,Montague,,,TX,Midwest,South Midwest,1876,1883,7,Y,TRUE,90,1365894,Queens Peak,Summit,Montague,TX,33.6264937,-97.8692014,Y
QUEMADO,Maverick,,,TX,Midwest,South Midwest,1903,,0,Y,TRUE,100,2732230,Quemado Post Office,Post Office,Maverick,TX,28.9480176,-100.6241617,Y
QUICKSAND,Johnson,,,TX,Midwest,South Midwest,1871,1871,9,Y,FALSE,,,,,,,,,N
QUIHI,Medina,,,TX,Midwest,South Midwest,1854,1872,7,Y,TRUE,100,1380905,Quihi,Populated Place,Medina,TX,29.3916223,-99.0300324,Y
QUINAN,Wharton,,,TX,Midwest,South Midwest,1874,1883,7,Y,FALSE,,,,,,,,,N
QUINCY,Bee,,,TX,Midwest,South Midwest,1892,1899,6,Y,FALSE,,,,,,,,,N
QUINLAN,Hunt,,,TX,Midwest,South Midwest,1894,,0,Y,TRUE,100,2731505,Quinlan Post Office,Post Office,Hunt,TX,32.914424,-96.128188,Y
QUINTAL,Harrison,,,TX,Midwest,South Midwest,1886,1887,7,Y,FALSE,,,,,,,,,N
QUINTANA,Bexar,,,TX,Midwest,South Midwest,1884,1885,8,Y,FALSE,,,,,,,,,N
QUINTANA,Brazoria,,,TX,Midwest,South Midwest,1891,1915,3,Y,TRUE,100,1380409,Quintana,Populated Place,Brazoria,TX,28.9333037,-95.3082711,Y
QUINTANNA,Brazoria,,,TX,Midwest,South Midwest,1853,1857,6,Y,TRUE,88.88888889,1380409,Quintana,Populated Place,Brazoria,TX,28.9333037,-95.3082711,Y
QUITAQUE,Floyd,,,TX,Midwest,South Midwest,1882,1891,3,Y,FALSE,,,,,,,,,N
QUITAQUE,Briscoe,,,TX,Midwest,South Midwest,1891,,0,Y,TRUE,100,2731804,Quitaque Post Office,Post Office,Briscoe,TX,34.3657501,-101.0571677,Y
QUITMAN,Wood,,,TX,Midwest,South Midwest,1851,,0,Y,TRUE,100,2731843,Quitman Post Office,Post Office,Wood,TX,32.7966697,-95.4491799,Y
QUITO,Leon,,,TX,Midwest,South Midwest,1900,1904,6,Y,FALSE,,,,,,,,,N
RABB,Fayette,,,TX,Midwest,South Midwest,1900,1904,6,Y,FALSE,,,,,,,,,N
RABBIT CREEK,Gregg,,,TX,Midwest,South Midwest,1850,1866,8,Y,TRUE,100,1344685,Rabbit Creek,Stream,Gregg,TX,32.4401498,-94.7838238,Y
RABKE,Dewitt,,,TX,Midwest,South Midwest,1898,1905,5,Y,FALSE,,,,,,,,,N
RACE TRACK,Delta,,,TX,Midwest,South Midwest,1888,1904,5,Y,TRUE,90,1365937,Racetrack,Locale,Delta,TX,33.4151082,-95.7449611,Y
RADFORD,Karnes,,,TX,Midwest,South Midwest,1897,1907,5,Y,FALSE,,,,,,,,,N
RAGLEY,Marion,,,TX,Midwest,South Midwest,1893,1898,5,Y,FALSE,,,,,,,,,N
RAGLEY,Panola,,,TX,Midwest,South Midwest,1903,1922,3,Y,FALSE,,,,,,,,,N
RAGSDALE,Fannin,,,TX,Midwest,South Midwest,1876,1907,5,Y,FALSE,,,,,,,,,N
RAIL,Hamilton,,,TX,Midwest,South Midwest,1897,1902,5,Y,FALSE,,,,,,,,,N
RAINBOW,Newton,,,TX,Midwest,South Midwest,1880,1888,5,Y,FALSE,,,,,,,,,N
RAINBOW,Somervell,,,TX,Midwest,South Midwest,1899,,0,Y,TRUE,100,2732163,Rainbow Post Office,Post Office,Somervell,TX,32.2652221,-97.7148883,Y
RAINEY,Harrison,,,TX,Midwest,South Midwest,1907,1909,5,Y,FALSE,,,,,,,,,N
RAINEY'S CREEK,Coryell,,,TX,Midwest,South Midwest,1857,1874,7,Y,TRUE,92.30769231,1365973,Rainey Creek,Stream,Coryell,TX,31.5921066,-97.5333509,Y
RAINSVILLE,Shelby,,,TX,Midwest,South Midwest,1890,1905,5,Y,FALSE,,,,,,,,,N
RAISIN,Victoria,,,TX,Midwest,South Midwest,1892,1914,4,Y,TRUE,100,1380411,Raisin,Populated Place,Victoria,TX,28.7422139,-97.1197112,Y
RALEIGH,Navarro,,,TX,Midwest,South Midwest,1900,1904,5,Y,TRUE,100,1378927,Raleigh,Populated Place,Navarro,TX,32.0090439,-96.6988797,Y
RALLS,Randall,,,TX,Midwest,South Midwest,1891,1894,7,Y,FALSE,,,,,,,,,N
RALLS,Crosby,,,TX,Midwest,South Midwest,1911,,0,Y,TRUE,100,2731230,Ralls Post Office,Post Office,Crosby,TX,33.679679,-101.38568,Y
RALPH,Lamar,,,TX,Midwest,South Midwest,1894,1894,8,Y,FALSE,,,,,,,,,N
RALPH,Shelby,,,TX,Midwest,South Midwest,1903,1905,5,Y,FALSE,,,,,,,,,N
RALPH,Randall,,,TX,Midwest,South Midwest,1909,1913,4,Y,FALSE,,,,,,,,,N
RAMBERT,Marion,,,TX,Midwest,South Midwest,1901,1902,6,Y,FALSE,,,,,,,,,N
RAMIRENA,Live Oak,,,TX,Midwest,South Midwest,1879,1922,3,Y,FALSE,,,,,,,,,N
RAMIREZ,Duval,,,TX,Midwest,South Midwest,1910,1944,2,Y,TRUE,100,1344730,Ramirez,Populated Place,Duval,TX,27.345594,-98.4097329,Y
RAMIRITO,Jim Hogg,,,TX,Midwest,South Midwest,1922,1957,1,Y,FALSE,,,,,,,,,N
RAMSDELL,Wheeler,,,TX,Midwest,South Midwest,1904,1926,3,Y,TRUE,100,1380412,Ramsdell,Populated Place,Wheeler,TX,35.1917167,-100.44096,Y
RAMSEYVILLE,Colorado,,,TX,Midwest,South Midwest,1916,1917,6,Y,FALSE,,,,,,,,,N
RANCHETO,Fannin,,,TX,Midwest,South Midwest,1898,1899,7,Y,FALSE,,,,,,,,,N
RANCHO,Gonzales,,,TX,Midwest,South Midwest,1855,1911,3,Y,FALSE,,,,,,,,,N
RANCHO,Wilson,,,TX,Midwest,South Midwest,1862,1866,7,Y,FALSE,,,,,,,,,N
RANDADO,Jim Hogg,,,TX,Midwest,South Midwest,1882,1959,1,Y,TRUE,100,1378931,Randado,Populated Place,Jim Hogg,TX,27.0805974,-98.8783608,Y
RANDAL'S STORE,Stephens,Palo Pinto,,TX,Midwest,South Midwest,1886,1911,4,Y,FALSE,,,,,,,,,N
RANDALIA,Walker,,,TX,Midwest,South Midwest,1874,1876,8,Y,FALSE,,,,,,,,,N
RANDALL,Smith,,,TX,Midwest,South Midwest,1867,1872,8,Y,FALSE,,,,,,,,,N
RANDOL,Tarrant,,,TX,Midwest,South Midwest,1888,1901,5,Y,FALSE,,,,,,,,,N
RANDOLPH,Houston,,,TX,Midwest,South Midwest,1858,1881,5,Y,TRUE,100,1360574,Randolph,Populated Place,Houston,TX,31.3596258,-95.1832721,Y
RANDOLPH,Fannin,,,TX,Midwest,South Midwest,1887,,0,Y,TRUE,100,2731640,Randolph Post Office,Post Office,Fannin,TX,33.484955,-96.256656,Y
RANDOLPH FIELD,Bexar,,,TX,Midwest,South Midwest,1929,1956,1,Y,FALSE,,,,,,,,,N
RANDOLPHSVILLE,San Jacinto,,,TX,Midwest,South Midwest,1855,1857,8,Y,FALSE,,,,,,,,,N
RANEY,Fannin,,,TX,Midwest,South Midwest,1883,1888,6,Y,FALSE,,,,,,,,,N
RANEY,Hunt,,,TX,Midwest,South Midwest,1889,1904,5,Y,FALSE,,,,,,,,,N
RANGER,Eastland,,,TX,Midwest,South Midwest,1880,,0,Y,TRUE,100,2731841,Ranger Post Office,Post Office,Eastland,TX,32.472149,-98.6809377,Y
RANGERVILLE,Cameron,,,TX,Midwest,South Midwest,1924,1942,2,Y,TRUE,100,1375632,Rangerville School,School,Cameron,TX,26.0978695,-97.7434106,Y
RANKIN,Ellis,,,TX,Midwest,South Midwest,1900,1905,5,Y,TRUE,100,1378932,Rankin,Populated Place,Ellis,TX,32.2057042,-96.7066583,Y
RANKIN,Upton,,,TX,Midwest,South Midwest,1912,,0,Y,TRUE,100,2731493,Rankin Post Office,Post Office,Upton,TX,31.224704,-101.938447,Y
RANSOM,San Augustine,,,TX,Midwest,South Midwest,1886,1895,6,Y,FALSE,,,,,,,,,N
RAST,Van Zandt,,,TX,Midwest,South Midwest,1899,1905,5,Y,FALSE,,,,,,,,,N
RAT,Burnet,,,TX,Midwest,South Midwest,1880,1880,9,Y,TRUE,100,2034960,Rat,Populated Place,Burnet,TX,30.9285109,-98.1361369,Y
RATAMA,Frio,,,TX,Midwest,South Midwest,1910,1911,6,Y,FALSE,,,,,,,,,N
RATCLIFF,Houston,,,TX,Midwest,South Midwest,1885,,0,Y,TRUE,100,2731692,Ratcliff Post Office,Post Office,Houston,TX,31.3920559,-95.1390248,Y
RATCLIFF'S,Tyler,,,TX,Midwest,South Midwest,1845,1852,8,Y,TRUE,100,2035017,Ratcliff's,Populated Place,Tyler,TX,30.8435341,-94.2626941,Y
RATLER,Mills,,,TX,Midwest,South Midwest,1892,1929,3,Y,TRUE,100,1380414,Ratler,Populated Place,Mills,TX,31.381277,-98.7692127,Y
RATTAN,Williamson,,,TX,Midwest,South Midwest,1887,1888,6,Y,FALSE,,,,,,,,,N
RATTAN,Delta,,,TX,Midwest,South Midwest,1893,1906,5,Y,TRUE,100,1380415,Rattan,Populated Place,Delta,TX,33.415386,-95.7819067,Y
RAVENNA,Fannin,,,TX,Midwest,South Midwest,1879,,0,Y,TRUE,100,2731641,Ravenna Post Office,Post Office,Fannin,TX,33.673264,-96.242565,Y
RAWLINS,Dallas,,,TX,Midwest,South Midwest,1890,1901,5,Y,TRUE,100,1378935,Rawlins,Populated Place,Dallas,TX,32.8381826,-96.7366657,Y
RAY,Ellis,,,TX,Midwest,South Midwest,1882,1906,5,Y,FALSE,,,,,,,,,N
RAY LEE,Stephens,,,TX,Midwest,South Midwest,1921,1926,4,Y,FALSE,,,,,,,,,N
RAYBURN,Liberty,,,TX,Midwest,South Midwest,1902,1963,1,Y,TRUE,100,1382600,Rayburn,Populated Place,Liberty,TX,30.4135398,-94.924375,Y
RAYFORD,Montgomery,,,TX,Midwest,South Midwest,1915,1925,3,Y,TRUE,100,1378936,Rayford,Populated Place,Montgomery,TX,30.1274391,-95.427994,Y
RAYLAND,Foard,,,TX,Midwest,South Midwest,1891,1919,4,Y,TRUE,100,1366072,Rayland,Populated Place,Foard,TX,34.0645303,-99.4817533,Y
RAYMOND,Leon,,,TX,Midwest,South Midwest,1886,1905,5,Y,FALSE,,,,,,,,,N
RAYMONDVILLE,Willacy,,,TX,Midwest,South Midwest,1904,,0,Y,TRUE,100,2731442,Raymondville Post Office,Post Office,Willacy,TX,26.482413,-97.775389,Y
RAYNER,Stonewall,,,TX,Midwest,South Midwest,1889,1906,5,Y,TRUE,100,1344860,Rayner Cemetery,Cemetery,Stonewall,TX,33.0928784,-100.0917677,Y
RAYVILLE,Parker,,,TX,Midwest,South Midwest,1890,1897,6,Y,FALSE,,,,,,,,,N
RAYWOOD,Liberty,,,TX,Midwest,South Midwest,1894,,0,Y,TRUE,100,2732081,Raywood Post Office,Post Office,Liberty,TX,30.0419206,-94.6718708,Y
RAZOR,Lamar,,,TX,Midwest,South Midwest,1904,1935,2,Y,TRUE,100,1366077,Razor,Populated Place,Lamar,TX,33.8820472,-95.6410741,Y
RE,Navarro,,,TX,Midwest,South Midwest,1881,1906,5,Y,FALSE,,,,,,,,,N
READYVILLE,Hidalgo,,,TX,Midwest,South Midwest,1852,1854,8,Y,FALSE,,,,,,,,,N
REAGAN,Rusk,,,TX,Midwest,South Midwest,1858,1866,7,Y,FALSE,,,,,,,,,N
REAGAN,Falls,,,TX,Midwest,South Midwest,1873,,0,Y,TRUE,100,2731362,Reagan Post Office,Post Office,Falls,TX,31.217414,-96.783372,Y
REAGAN WELLS,Uvalde,,,TX,Midwest,South Midwest,1912,1970,1,Y,TRUE,100,1344871,Reagan Wells,Populated Place,Uvalde,TX,29.5388413,-99.8370037,Y
REAGANVIEW,Reagan,,,TX,Midwest,South Midwest,1905,1910,5,Y,TRUE,90,1366088,Reagan View Cemetery,Cemetery,Reagan,TX,31.549588,-101.3806712,Y
REAGANVILLE,Fayette,,,TX,Midwest,South Midwest,1861,1862,8,Y,FALSE,,,,,,,,,N
REAGER'S,Ellis,,,TX,Midwest,South Midwest,1878,1878,9,Y,FALSE,,,,,,,,,N
REALITOS,Duval,,,TX,Midwest,South Midwest,1886,,0,Y,TRUE,100,2731239,Realitos Post Office,Post Office,Duval,TX,27.447654,-98.52456,Y
REAR,Red River,,,TX,Midwest,South Midwest,1902,1906,6,Y,FALSE,,,,,,,,,N
REAVESVILLE,Grayson,,,TX,Midwest,South Midwest,1872,1880,7,Y,FALSE,,,,,,,,,N
REBECCA,San Augustine,,,TX,Midwest,South Midwest,1907,1921,3,Y,TRUE,100,1889964,Rebecca,Populated Place,San Augustine,TX,31.4071281,-94.0454701,Y
RECORD,Hansford,,,TX,Midwest,South Midwest,1925,1929,4,Y,FALSE,,,,,,,,,N
RECTOR,Denton,,,TX,Midwest,South Midwest,1891,1909,4,Y,FALSE,,,,,,,,,N
RED,Angelina,,,TX,Midwest,South Midwest,1906,1907,6,Y,FALSE,,,,,,,,,N
RED BARN,Pecos,,,TX,Midwest,South Midwest,1928,1939,2,Y,FALSE,,,,,,,,,N
RED BLUFF,San Saba,,,TX,Midwest,South Midwest,1875,1878,7,Y,TRUE,100,1366116,Red Bluff,Cliff,San Saba,TX,31.2029454,-98.5694839,Y
RED BLUFF,Harris,,,TX,Midwest,South Midwest,1880,1894,5,Y,TRUE,100,2471836,Red Bluff,Populated Place,Harris,TX,29.7094,-95.1795,Y
RED BLUFF,Reeves,,,TX,Midwest,South Midwest,1935,1937,3,Y,TRUE,100,1366117,Red Bluff,Populated Place,Reeves,TX,31.8948481,-103.9174197,Y
RED BRANCH,Grayson,,,TX,Midwest,South Midwest,1891,1904,5,Y,TRUE,100,1380420,Red Branch,Populated Place,Grayson,TX,33.8126036,-96.8980601,Y
RED GAP,Eastland,,,TX,Midwest,South Midwest,1878,1881,8,Y,FALSE,,,,,,,,,N
RED HILL,Cass,,,TX,Midwest,South Midwest,1878,1905,5,Y,TRUE,100,1378941,Red Hill,Populated Place,Cass,TX,33.123184,-94.3713055,Y
RED MOUNT,Sabine,,,TX,Midwest,South Midwest,1853,1854,9,Y,FALSE,,,,,,,,,N
RED OAK,Ellis,,,TX,Midwest,South Midwest,1847,,0,Y,TRUE,100,2428312,Red Oak Post Office,Post Office,Ellis,TX,32.5323925,-96.8178841,Y
RED RIVER CITY,Grayson,,,TX,Midwest,South Midwest,1873,1874,8,Y,TRUE,100,1377149,Red River City,Populated Place,Grayson,TX,33.8028804,-96.5308252,Y
RED RIVER STATION,Montague,,,TX,Midwest,South Midwest,1884,1888,7,Y,TRUE,100,1366207,Red River Station Cemetery,Cemetery,Montague,TX,33.8700999,-97.7972533,Y
RED ROCK,Gregg,,,TX,Midwest,South Midwest,1849,1860,7,Y,FALSE,,,,,,,,,N
RED ROCK,Bastrop,,,TX,Midwest,South Midwest,1870,,0,Y,TRUE,100,2731988,Red Rock Post Office,Post Office,Bastrop,TX,29.959111,-97.4461756,Y
RED SPRINGS,Baylor,,,TX,Midwest,South Midwest,1907,,0,Y,TRUE,100,1366219,Red Springs,Populated Place,Baylor,TX,33.6128712,-99.4120245,Y
REDBANK,Bowie,,,TX,Midwest,South Midwest,1901,1902,6,Y,TRUE,100,1366267,Redbank,Populated Place,Bowie,TX,33.5259546,-94.2588085,Y
REDBLUFF,Jackson,,,TX,Midwest,South Midwest,1897,1915,3,Y,TRUE,87.5,2034712,Red Bluff,Populated Place,Jackson,TX,28.8869313,-96.5238624,Y
REDBUD,Montague,,,TX,Midwest,South Midwest,1883,1886,7,Y,TRUE,100,1366268,Redbud Cemetery,Cemetery,Montague,TX,33.7976026,-97.6211374,Y
REDFORD,Presidio,,,TX,Midwest,South Midwest,1911,,0,Y,TRUE,100,1344981,Redford,Populated Place,Presidio,TX,29.4499109,-104.1893657,Y
REDLAND,Wood,,,TX,Midwest,South Midwest,1899,1907,5,Y,TRUE,85.71428571,1344984,Redlands Cemetery,Cemetery,Wood,TX,32.6648571,-95.3427283,Y
REDMUD,Kent,,,TX,Midwest,South Midwest,1911,1912,6,Y,TRUE,83.33333333,2096145,Red Mud Cemetery,Cemetery,Dickens,TX,33.284,-100.525,Y
REDSTAR,Grimes,,,TX,Midwest,South Midwest,1906,1908,6,Y,FALSE,,,,,,,,,N
REDWATER,Bowie,,,TX,Midwest,South Midwest,1894,,0,Y,TRUE,100,2731808,Redwater Post Office,Post Office,Bowie,TX,33.3605156,-94.2574059,Y
REDWOOD,Guadalupe,,,TX,Midwest,South Midwest,1895,1906,5,Y,TRUE,100,1366288,Redwood,Populated Place,Guadalupe,TX,29.8102221,-97.9113931,Y
REED,Cooke,,,TX,Midwest,South Midwest,1886,1904,5,Y,TRUE,100,1366298,Reed Cemetery,Cemetery,Montague,TX,33.7728817,-97.5447466,Y
REED'S SETTLEMENT,Panola,,,TX,Midwest,South Midwest,1848,1868,7,Y,FALSE,,,,,,,,,N
REEDVILLE,Caldwell,,,TX,Midwest,South Midwest,1890,1918,4,Y,TRUE,100,1345006,Reedville,Populated Place,Caldwell,TX,29.8796648,-97.8463922,Y
REEL FOOT,Harrison,,,TX,Midwest,South Midwest,1847,1851,8,Y,FALSE,,,,,,,,,N
REEP,Frio,,,TX,Midwest,South Midwest,1886,1890,7,Y,FALSE,,,,,,,,,N
